,,,,,,,,,,,
,,,,,,,,,,,
,Date,Course,Hole,Par,Score,FIR,GIR,Scrambling,Putts
,3/15/2025,Furnance Brook,1,4,5,,N,N,2
,3/15/2025,Furnance Brook,2,4,5,,N,N,2
,3/15/2025,Furnance Brook,3,4,4,,N,Y,1
,3/15/2025,Furnance Brook,4,4,4,,Y,,2
,3/15/2025,Furnance Brook,5,4,4,,N,Y,1
,3/15/2025,Furnance Brook,6,3,3,,Y,,2
,3/15/2025,Furnance Brook,7,4,4,,Y,,2
,3/15/2025,Furnance Brook,8,4,4,,Y,,2
,3/15/2025,Furnance Brook,9,4,4,,Y,,2
,3/15/2025,Furnance Brook,1,4,5,,N,N,2
,3/15/2025,Furnance Brook,2,4,4,,Y,,2
,3/15/2025,Furnance Brook,3,4,4,,Y,,2
,3/15/2025,Furnance Brook,4,4,5,,N,N,2
,3/15/2025,Furnance Brook,5,4,4,,Y,,2
,3/15/2025,Furnance Brook,6,3,3,,N,Y,1
,3/15/2025,Furnance Brook,7,4,5,,N,N,2
,3/15/2025,Furnance Brook,8,4,4,,N,Y,1
,3/15/2025,Furnance Brook,9,4,4,,Y,,2
,3/22/2025,Furnance Brook,1,4,5,,N,N,2
,3/22/2025,Furnance Brook,2,4,4,,Y,,2
,3/22/2025,Furnance Brook,3,4,5,,N,N,2
,3/22/2025,Furnance Brook,4,4,5,,N,N,1
,3/22/2025,Furnance Brook,5,4,4,,Y,,2
,3/22/2025,Furnance Brook,6,3,3,,N,Y,1
,3/22/2025,Furnance Brook,7,4,4,,Y,,2
,3/22/2025,Furnance Brook,8,4,3,,Y,,1
,3/22/2025,Furnance Brook,9,4,5,,N,N,2
,3/22/2025,Furnance Brook,1,4,3,,Y,,1
,3/22/2025,Furnance Brook,2,4,3,,Y,,1
,3/22/2025,Furnance Brook,3,4,6,,N,N,2
,3/22/2025,Furnance Brook,4,4,3,,Y,,1
,3/22/2025,Furnance Brook,5,4,3,,Y,,1
,3/22/2025,Furnance Brook,6,3,3,,N,Y,1
,3/22/2025,Furnance Brook,7,4,4,,N,Y,1
,3/22/2025,Furnance Brook,8,4,4,,Y,,2
,3/22/2025,Furnance Brook,9,4,4,,Y,,2
,3/29/2025,Furnance Brook,1,4,4,,N,Y,1
,3/29/2025,Furnance Brook,2,4,4,,Y,,2
,3/29/2025,Furnance Brook,3,4,5,,N,N,2
,3/29/2025,Furnance Brook,4,4,4,,Y,,2
,3/29/2025,Furnance Brook,5,4,4,,N,Y,1
,3/29/2025,Furnance Brook,6,3,3,,N,Y,1
,3/29/2025,Furnance Brook,7,4,6,,N,N,2
,3/29/2025,Furnance Brook,8,4,4,,N,Y,1
,3/29/2025,Furnance Brook,9,4,5,,N,N,2
,3/30/2025,Furnance Brook,1,4,4,,N,Y,1
,3/30/2025,Furnance Brook,2,4,4,,N,Y,1
,3/30/2025,Furnance Brook,3,4,3,,N,Y,0
,3/30/2025,Furnance Brook,4,4,4,,N,Y,1
,3/30/2025,Furnance Brook,5,4,4,,Y,,2
,3/30/2025,Furnance Brook,6,3,4,,N,N,2
,3/30/2025,Furnance Brook,7,4,5,,N,N,2
,3/30/2025,Furnance Brook,8,4,4,,N,Y,1
,3/30/2025,Furnance Brook,9,4,4,,Y,,2
,3/30/2025,Furnance Brook,1,4,4,,Y,,2
,3/30/2025,Furnance Brook,2,4,4,,N,Y,1
,3/30/2025,Furnance Brook,3,4,5,,Y,,3
,3/30/2025,Furnance Brook,4,4,4,,Y,,2
,3/30/2025,Furnance Brook,5,4,4,,N,Y,1
,3/30/2025,Furnance Brook,6,3,4,,N,N,2
,3/30/2025,Furnance Brook,7,4,5,,N,N,2
,3/30/2025,Furnance Brook,8,4,4,,Y,,2
,3/30/2025,Furnance Brook,9,4,4,,Y,,2
,4/4/2025,Woburn CC,1,4,4,,Y,,2
,4/4/2025,Woburn CC,2,4,4,,Y,,2
,4/4/2025,Woburn CC,3,4,4,,N,Y,1
,4/4/2025,Woburn CC,4,4,5,,N,N,2
,4/4/2025,Woburn CC,5,4,5,,Y,,3
,4/4/2025,Woburn CC,6,4,4,,N,Y,1
,4/4/2025,Woburn CC,7,3,4,,N,N,2
,4/4/2025,Woburn CC,8,4,5,,N,N,2
,4/4/2025,Woburn CC,9,3,3,,Y,,2
,4/5/2025,Furnance Brook,1,4,3,,Y,,1
,4/5/2025,Furnance Brook,2,4,5,,N,N,2
,4/5/2025,Furnance Brook,3,4,4,,Y,,2
,4/5/2025,Furnance Brook,4,4,4,,N,Y,1
,4/5/2025,Furnance Brook,5,4,6,,N,N,2
,4/5/2025,Furnance Brook,6,3,4,,N,N,2
,4/5/2025,Furnance Brook,7,4,5,,N,N,2
,4/5/2025,Furnance Brook,8,4,4,,Y,,2
,4/5/2025,Furnance Brook,9,4,4,,N,Y,1
,4/5/2025,Furnance Brook,1,4,4,,Y,,2
,4/5/2025,Furnance Brook,2,4,5,,N,N,2
,4/5/2025,Furnance Brook,3,4,4,,Y,,2
,4/5/2025,Furnance Brook,4,4,4,,Y,,2
,4/5/2025,Furnance Brook,5,4,4,,Y,,2
,4/5/2025,Furnance Brook,6,3,3,,N,Y,2
,4/5/2025,Furnance Brook,7,4,5,,Y,,2
,4/5/2025,Furnance Brook,8,4,5,,N,N,2
,4/5/2025,Furnance Brook,9,4,5,,N,N,2
,4/11/2025,Furnance Brook,1,4,4,,Y,,2
,4/11/2025,Furnance Brook,2,4,5,,N,N,2
,4/11/2025,Furnance Brook,3,4,4,,Y,,2
,4/11/2025,Furnance Brook,4,4,4,,Y,,2
,4/11/2025,Furnance Brook,5,4,5,,N,N,2
,4/11/2025,Furnance Brook,6,3,3,,N,Y,1
,4/11/2025,Furnance Brook,7,4,4,,Y,,2
,4/11/2025,Furnance Brook,8,4,4,,N,Y,1
,4/11/2025,Furnance Brook,9,4,4,,N,Y,1
,4/11/2025,Furnance Brook,1,4,4,,Y,,2
,4/11/2025,Furnance Brook,2,4,5,,N,N,2
,4/11/2025,Furnance Brook,3,4,4,,N,Y,1
,4/11/2025,Furnance Brook,4,4,5,,N,N,1
,4/11/2025,Furnance Brook,5,4,4,,N,Y,1
,4/11/2025,Furnance Brook,6,3,4,,N,N,2
,4/11/2025,Furnance Brook,7,4,4,,Y,,2
,4/11/2025,Furnance Brook,8,4,4,,N,Y,1
,4/11/2025,Furnance Brook,9,4,5,,N,N,1
,4/15/2025,Furnance Brook,1,4,4,,Y,,2
,4/15/2025,Furnance Brook,2,4,5,,N,N,2
,4/15/2025,Furnance Brook,3,4,4,,Y,,2
,4/15/2025,Furnance Brook,4,4,4,,Y,,2
,4/15/2025,Furnance Brook,5,4,5,,N,N,2
,4/15/2025,Furnance Brook,6,3,3,,Y,,2
,4/15/2025,Furnance Brook,7,4,4,,Y,,2
,4/15/2025,Furnance Brook,8,4,5,,N,N,2
,4/15/2025,Furnance Brook,9,4,4,,N,Y,1
,4/17/2025,Furnance Brook,1,4,4,,Y,,2
,4/17/2025,Furnance Brook,2,4,5,,N,N,2
,4/17/2025,Furnance Brook,3,4,4,,Y,,2
,4/17/2025,Furnance Brook,4,4,4,,Y,,2
,4/17/2025,Furnance Brook,5,4,3,,Y,,1
,4/17/2025,Furnance Brook,6,3,2,,Y,,1
,4/17/2025,Furnance Brook,7,4,4,,N,Y,1
,4/17/2025,Furnance Brook,8,4,6,,N,N,2
,4/17/2025,Furnance Brook,9,4,5,,N,N,2
,4/18/2025,Furnance Brook,1,4,4,,Y,,2
,4/18/2025,Furnance Brook,2,4,4,,N,Y,1
,4/18/2025,Furnance Brook,3,4,4,,Y,,2
,4/18/2025,Furnance Brook,4,4,6,,N,N,1
,4/18/2025,Furnance Brook,5,4,4,,N,Y,1
,4/18/2025,Furnance Brook,6,3,2,,Y,,1
,4/18/2025,Furnance Brook,7,4,5,,N,N,2
,4/18/2025,Furnance Brook,8,4,5,,N,N,2
,4/18/2025,Furnance Brook,9,4,4,,N,Y,1
,4/18/2025,Furnance Brook,1,4,4,,Y,,2
,4/18/2025,Furnance Brook,2,4,4,,Y,,2
,4/18/2025,Furnance Brook,3,4,5,,N,N,2
,4/18/2025,Furnance Brook,4,4,4,,Y,,2
,4/18/2025,Furnance Brook,5,4,3,,Y,,1
,4/18/2025,Furnance Brook,6,3,4,,N,N,2
,4/18/2025,Furnance Brook,7,4,5,,N,N,2
,4/18/2025,Furnance Brook,8,4,4,,N,Y,1
,4/18/2025,Furnance Brook,9,4,6,,N,N,1
,4/19/2025,Furnance Brook,1,4,4,,Y,,2
,4/19/2025,Furnance Brook,2,4,6,,N,N,2
,4/19/2025,Furnance Brook,3,4,4,,N,Y,1
,4/19/2025,Furnance Brook,4,4,4,,N,Y,1
,4/19/2025,Furnance Brook,5,4,4,,Y,,2
,4/19/2025,Furnance Brook,6,3,3,,Y,,2
,4/19/2025,Furnance Brook,7,4,4,,Y,,2
,4/19/2025,Furnance Brook,8,4,4,,Y,,2
,4/19/2025,Furnance Brook,9,4,4,,Y,,2
,4/19/2025,Furnance Brook,1,4,4,,Y,,2
,4/19/2025,Furnance Brook,2,4,4,,Y,,2
,4/19/2025,Furnance Brook,3,4,4,,Y,,2
,4/19/2025,Furnance Brook,4,4,4,,Y,,2
,4/19/2025,Furnance Brook,5,4,5,,N,N,1
,4/19/2025,Furnance Brook,6,3,3,,Y,,2
,4/19/2025,Furnance Brook,7,4,4,,Y,,2
,4/19/2025,Furnance Brook,8,4,5,,N,N,2
,4/19/2025,Furnance Brook,9,4,4,,Y,,2
,4/21/2025,Black Rock,1,4,3,,Y,,1
,4/21/2025,Black Rock,2,3,4,,N,N,2
,4/21/2025,Black Rock,3,4,4,,N,Y,0
,4/21/2025,Black Rock,4,5,4,,Y,,1
,4/21/2025,Black Rock,5,4,5,,N,N,1
,4/21/2025,Black Rock,6,5,5,,Y,,2
,4/21/2025,Black Rock,7,4,5,,N,N,2
,4/21/2025,Black Rock,8,4,4,,Y,,2
,4/21/2025,Black Rock,9,3,5,,N,N,1
,4/21/2025,Black Rock,10,4,3,,Y,,1
,4/21/2025,Black Rock,11,4,6,,N,N,2
,4/21/2025,Black Rock,12,3,3,,N,Y,1
,4/21/2025,Black Rock,13,4,5,,Y,,3
,4/21/2025,Black Rock,14,5,3,,Y,,0
,4/21/2025,Black Rock,15,3,5,,N,N,1
,4/21/2025,Black Rock,16,4,5,,N,N,2
,4/21/2025,Black Rock,17,4,4,,Y,,2
,4/21/2025,Black Rock,18,4,4,,Y,,2
,4/27/2025,Furnance Brook,1,4,4,,Y,,2
,4/27/2025,Furnance Brook,2,4,5,,N,N,2
,4/27/2025,Furnance Brook,3,4,4,,Y,,2
,4/27/2025,Furnance Brook,4,4,5,,N,N,2
,4/27/2025,Furnance Brook,5,4,4,,Y,,2
,4/27/2025,Furnance Brook,6,3,4,,N,N,2
,4/27/2025,Furnance Brook,7,4,4,,Y,,2
,4/27/2025,Furnance Brook,8,4,4,,Y,,2
,4/27/2025,Furnance Brook,9,4,5,,N,N,2
,4/27/2025,Furnance Brook,1,4,4,,Y,,2
,4/27/2025,Furnance Brook,2,4,4,,Y,,2
,4/27/2025,Furnance Brook,3,4,4,,N,Y,1
,4/27/2025,Furnance Brook,4,4,4,,N,Y,1
,4/27/2025,Furnance Brook,5,4,3,,Y,,1
,4/27/2025,Furnance Brook,6,3,3,,Y,,2
,4/27/2025,Furnance Brook,7,4,3,,Y,,1
,4/27/2025,Furnance Brook,8,4,5,,N,N,2
,4/27/2025,Furnance Brook,9,4,5,,N,N,2
,5/3/2025,Four Oaks,1,4,4,,Y,,2
,5/3/2025,Four Oaks,2,5,5,,Y,,2
,5/3/2025,Four Oaks,3,4,5,,N,N,2
,5/3/2025,Four Oaks,4,3,3,,Y,,2
,5/3/2025,Four Oaks,5,5,5,,Y,,2
,5/3/2025,Four Oaks,6,4,5,,N,N,2
,5/3/2025,Four Oaks,7,4,4,,N,Y,1
,5/3/2025,Four Oaks,8,4,4,,Y,,2
,5/3/2025,Four Oaks,9,3,4,,N,N,2
,5/3/2025,Four Oaks,10,4,4,,Y,,2
,5/3/2025,Four Oaks,11,4,4,,Y,,2
,5/3/2025,Four Oaks,12,3,3,,Y,,2
,5/3/2025,Four Oaks,13,4,4,,N,Y,1
,5/3/2025,Four Oaks,14,4,4,,Y,,2
,5/3/2025,Four Oaks,15,3,3,,N,Y,1
,5/3/2025,Four Oaks,16,4,4,,Y,,2
,5/3/2025,Four Oaks,17,4,5,,N,N,1
,5/3/2025,Four Oaks,18,4,5,,N,N,1
,5/15/2025,Crosswinds,1,4,4,,N,Y,1
,5/15/2025,Crosswinds,2,4,4,,Y,,2
,5/15/2025,Crosswinds,3,5,5,,N,Y,1
,5/15/2025,Crosswinds,4,4,5,,N,N,2
,5/15/2025,Crosswinds,5,4,3,,Y,,1
,5/15/2025,Crosswinds,6,3,2,,Y,,1
,5/15/2025,Crosswinds,7,4,4,,Y,,2
,5/15/2025,Crosswinds,8,3,3,,N,Y,1
,5/15/2025,Crosswinds,9,5,5,,Y,,2
,5/15/2025,Crosswinds,10,5,3,,Y,,1
,5/15/2025,Crosswinds,11,4,3,,Y,,1
,5/15/2025,Crosswinds,12,4,5,,N,N,2
,5/15/2025,Crosswinds,13,4,5,,N,N,2
,5/15/2025,Crosswinds,14,5,5,,Y,,2
,5/15/2025,Crosswinds,15,3,4,,N,N,1
,5/15/2025,Crosswinds,16,4,5,,N,N,2
,5/15/2025,Crosswinds,17,3,3,,Y,,2
,5/15/2025,Crosswinds,18,4,4,,Y,,2
,5/16/2025,Bayberry Hills,1,4,4,,Y,,2
,5/16/2025,Bayberry Hills,2,5,5,,Y,,2
,5/16/2025,Bayberry Hills,3,3,3,,Y,,2
,5/16/2025,Bayberry Hills,4,4,5,,N,N,2
,5/16/2025,Bayberry Hills,5,4,4,,N,Y,1
,5/16/2025,Bayberry Hills,6,4,5,,Y,,3
,5/16/2025,Bayberry Hills,7,5,6,,N,N,2
,5/16/2025,Bayberry Hills,8,3,4,,N,N,2
,5/16/2025,Bayberry Hills,9,4,4,,N,Y,1
,5/16/2025,Bayberry Hills,10,4,4,,Y,,2
,5/16/2025,Bayberry Hills,11,4,5,,N,N,2
,5/16/2025,Bayberry Hills,12,3,3,,Y,,2
,5/16/2025,Bayberry Hills,13,4,5,,N,N,2
,5/16/2025,Bayberry Hills,14,4,4,,N,Y,1
,5/16/2025,Bayberry Hills,15,5,6,,N,N,2
,5/16/2025,Bayberry Hills,16,4,5,,N,N,2
,5/16/2025,Bayberry Hills,17,3,3,,Y,,2
,5/16/2025,Bayberry Hills,18,5,3,,Y,,1
,5/21/2025,Furnance Brook,1,4,3,,Y,,1
,5/21/2025,Furnance Brook,2,4,5,,N,N,1
,5/21/2025,Furnance Brook,3,4,4,,Y,,2
,5/21/2025,Furnance Brook,4,4,5,,N,N,1
,5/21/2025,Furnance Brook,5,4,5,,N,N,2
,5/21/2025,Furnance Brook,6,3,3,,N,Y,1
,5/21/2025,Furnance Brook,7,4,5,,Y,,3
,5/21/2025,Furnance Brook,8,4,4,,Y,,2
,5/21/2025,Furnance Brook,9,4,5,,Y,,3
,5/26/2025,Furnance Brook,1,4,4,,N,Y,1
,5/26/2025,Furnance Brook,2,4,5,,N,N,1
,5/26/2025,Furnance Brook,3,4,4,,Y,,2
,5/26/2025,Furnance Brook,4,4,5,,Y,,3
,5/26/2025,Furnance Brook,5,4,4,,Y,,2
,5/26/2025,Furnance Brook,6,3,4,,N,N,1
,5/26/2025,Furnance Brook,7,4,4,,Y,,2
,5/26/2025,Furnance Brook,8,4,5,,N,N,1
,5/26/2025,Furnance Brook,9,4,3,,Y,,1
,5/26/2025,Furnance Brook,1,4,4,,N,Y,1
,5/26/2025,Furnance Brook,2,4,4,,Y,,2
,5/26/2025,Furnance Brook,3,4,4,,N,Y,1
,5/26/2025,Furnance Brook,4,4,5,,N,N,2
,5/26/2025,Furnance Brook,5,4,4,,Y,,2
,5/26/2025,Furnance Brook,6,3,3,,Y,,2
,5/26/2025,Furnance Brook,7,4,5,,N,N,2
,5/26/2025,Furnance Brook,8,4,4,,Y,,2
,5/26/2025,Furnance Brook,9,4,5,,N,N,2
,5/28/2025,Furnance Brook,1,4,4,,Y,,2
,5/28/2025,Furnance Brook,2,4,3,,Y,,1
,5/28/2025,Furnance Brook,3,4,4,,Y,,2
,5/28/2025,Furnance Brook,4,4,4,,Y,,2
,5/28/2025,Furnance Brook,5,4,4,,Y,,2
,5/28/2025,Furnance Brook,6,3,3,,Y,,2
,5/28/2025,Furnance Brook,7,4,5,,N,N,2
,5/28/2025,Furnance Brook,8,4,4,,Y,,2
,5/28/2025,Furnance Brook,9,4,5,,N,N,1
,6/18/2025,Furnance Brook,1,4,4,,N,Y,1
,6/18/2025,Furnance Brook,2,4,6,,N,N,2
,6/18/2025,Furnance Brook,3,4,4,,N,Y,1
,6/18/2025,Furnance Brook,4,4,4,,Y,,2
,6/18/2025,Furnance Brook,5,4,4,,N,Y,1
,6/18/2025,Furnance Brook,6,3,3,,Y,,2
,6/18/2025,Furnance Brook,7,4,3,,Y,,1
,6/18/2025,Furnance Brook,8,4,5,,N,N,2
,6/18/2025,Furnance Brook,9,4,4,,N,Y,1
,6/19/2025,Furnance Brook,1,4,3,,Y,,1
,6/19/2025,Furnance Brook,2,4,5,,N,N,2
,6/19/2025,Furnance Brook,3,4,5,,Y,,3
,6/19/2025,Furnance Brook,4,4,4,,Y,,2
,6/19/2025,Furnance Brook,5,4,4,,N,Y,1
,6/19/2025,Furnance Brook,6,3,3,,Y,,2
,6/19/2025,Furnance Brook,7,4,6,,N,N,2
,6/19/2025,Furnance Brook,8,4,4,,Y,,2
,6/19/2025,Furnance Brook,9,4,6,,N,N,2
,6/19/2025,Furnance Brook,1,4,4,,Y,,2
,6/19/2025,Furnance Brook,2,4,4,,N,Y,1
,6/19/2025,Furnance Brook,3,4,4,,Y,,2
,6/19/2025,Furnance Brook,4,4,5,,N,N,2
,6/19/2025,Furnance Brook,5,4,4,,Y,,2
,6/19/2025,Furnance Brook,6,3,3,,Y,,2
,6/19/2025,Furnance Brook,7,4,3,,Y,,1
,6/19/2025,Furnance Brook,8,4,4,,N,Y,1
,6/19/2025,Furnance Brook,9,4,4,,Y,,2
,6/21/2025,Furnance Brook,1,4,4,,Y,,2
,6/21/2025,Furnance Brook,2,4,4,,Y,,2
,6/21/2025,Furnance Brook,3,4,5,,N,N,2
,6/21/2025,Furnance Brook,4,4,5,,N,N,2
,6/21/2025,Furnance Brook,5,4,4,,Y,,2
,6/21/2025,Furnance Brook,6,3,4,,N,N,2
,6/21/2025,Furnance Brook,7,4,4,,Y,,2
,6/21/2025,Furnance Brook,8,4,3,,Y,,1
,6/21/2025,Furnance Brook,9,4,4,,N,Y,1
,6/21/2025,Thorny Lea,1,4,4,,N,Y,1
,6/21/2025,Thorny Lea,2,4,5,,N,N,2
,6/21/2025,Thorny Lea,3,3,4,,N,N,1
,6/21/2025,Thorny Lea,4,4,4,,Y,,2
,6/21/2025,Thorny Lea,5,4,4,,N,Y,1
,6/21/2025,Thorny Lea,6,4,4,,N,Y,1
,6/21/2025,Thorny Lea,7,4,4,,Y,,2
,6/21/2025,Thorny Lea,8,5,5,,Y,,2
,6/21/2025,Thorny Lea,9,3,4,,N,N,1
,6/21/2025,Thorny Lea,10,4,4,,Y,,2
,6/21/2025,Thorny Lea,11,5,5,,Y,,2
,6/21/2025,Thorny Lea,12,4,5,,N,N,2
,6/21/2025,Thorny Lea,13,3,3,,N,Y,1
,6/21/2025,Thorny Lea,14,4,5,,N,N,1
,6/21/2025,Thorny Lea,15,4,5,,N,N,1
,6/21/2025,Thorny Lea,16,4,5,,N,N,1
,6/21/2025,Thorny Lea,17,3,3,,N,Y,1
,6/21/2025,Thorny Lea,18,4,5,,N,N,2
,6/22/2025,Furnance Brook,1,4,4,,Y,,2
,6/22/2025,Furnance Brook,2,4,4,,Y,,2
,6/22/2025,Furnance Brook,3,4,4,,Y,,2
,6/22/2025,Furnance Brook,4,4,4,,Y,,2
,6/22/2025,Furnance Brook,5,4,4,,Y,,2
,6/22/2025,Furnance Brook,6,3,3,,N,Y,1
,6/22/2025,Furnance Brook,7,4,4,,Y,,2
,6/22/2025,Furnance Brook,8,4,6,,N,N,2
,6/22/2025,Furnance Brook,9,4,4,,N,Y,1
,6/22/2025,Furnance Brook,1,4,4,,N,Y,1
,6/22/2025,Furnance Brook,2,4,4,,Y,,2
,6/22/2025,Furnance Brook,3,4,4,,Y,,2
,6/22/2025,Furnance Brook,4,4,4,,Y,,2
,6/22/2025,Furnance Brook,5,4,4,,N,Y,1
,6/22/2025,Furnance Brook,6,3,4,,Y,,3
,6/22/2025,Furnance Brook,7,4,4,,N,Y,1
,6/22/2025,Furnance Brook,8,4,4,,N,Y,1
,6/22/2025,Furnance Brook,9,4,5,,N,N,2
,6/22/2025,Furnance Brook,1,4,4,,Y,,2
,6/22/2025,Furnance Brook,2,4,6,,N,N,2
,6/22/2025,Furnance Brook,3,4,4,,Y,,2
,6/22/2025,Furnance Brook,4,4,4,,Y,,2
,6/22/2025,Furnance Brook,5,4,4,,Y,,2
,6/22/2025,Furnance Brook,6,3,4,,N,N,2
,6/22/2025,Furnance Brook,7,4,3,,Y,,1
,6/22/2025,Furnance Brook,8,4,4,,Y,,2
,6/22/2025,Furnance Brook,9,4,4,,N,Y,1
,6/22/2025,Furnance Brook,1,4,4,,Y,,2
,6/22/2025,Furnance Brook,2,4,4,,Y,,2
,6/22/2025,Furnance Brook,3,4,5,,Y,,3
,6/22/2025,Furnance Brook,4,4,6,,N,N,2
,6/22/2025,Furnance Brook,5,4,3,,Y,,1
,6/22/2025,Furnance Brook,6,3,3,,Y,,2
,6/22/2025,Furnance Brook,7,4,5,,N,N,2
,6/22/2025,Furnance Brook,8,4,4,,Y,,2
,6/22/2025,Furnance Brook,9,4,5,,N,N,2
,6/25/2025,Furnance Brook,1,4,4,,Y,,2
,6/25/2025,Furnance Brook,2,4,4,,N,Y,1
,6/25/2025,Furnance Brook,3,4,5,,N,N,2
,6/25/2025,Furnance Brook,4,4,3,,Y,,1
,6/25/2025,Furnance Brook,5,4,4,,Y,,2
,6/25/2025,Furnance Brook,6,3,4,,N,N,2
,6/25/2025,Furnance Brook,7,4,4,,Y,,2
,6/25/2025,Furnance Brook,8,4,4,,Y,,2
,6/25/2025,Furnance Brook,9,4,4,,N,Y,1
,6/28/2025,Furnance Brook,1,4,4,,Y,,2
,6/28/2025,Furnance Brook,2,4,5,,N,N,2
,6/28/2025,Furnance Brook,3,4,5,,N,N,2
,6/28/2025,Furnance Brook,4,4,4,,Y,,2
,6/28/2025,Furnance Brook,5,4,6,,N,N,2
,6/28/2025,Furnance Brook,6,3,3,,Y,,2
